geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,subgroep,sample,sd,uitkomst_NL
Almere,Totaal,Totaal,Totaal,Totaal,c00_infant_mortality,21352,0.674409891345073,75.3178242099075,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Totaal,Eenoudergezin,Totaal,c00_infant_mortality,3387,0.590493061706525,43.8997677771076,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Totaal,Tweeoudergezin,Totaal,c00_infant_mortality,17835,0.672834314550042,81.5813146020156,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Zonder migratieachtergrond,Totaal,Totaal,c00_infant_mortality,9336,0.696229648671808,85.1731780909515,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_infant_mortality,8496,0.717984934086629,88.7268050459123,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Marokko,Totaal,Totaal,c00_infant_mortality,1529,0.65402223675605,64.4981463281343,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Marokko,Tweeoudergezin,Totaal,c00_infant_mortality,1379,0.725163161711385,67.3894898398947,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Suriname,Totaal,Totaal,c00_infant_mortality,3395,0.706921944035346,65.4460731821651,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Suriname,Tweeoudergezin,Totaal,c00_infant_mortality,2152,0.697026022304833,77.8405926977943,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Overig,Totaal,Totaal,c00_infant_mortality,5662,0.582832921229248,71.2682800116162,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Overig,Tweeoudergezin,Totaal,c00_infant_mortality,4762,0.545989080218396,77.132334702143,Totaal,1,NA,NA,NA,Zuigelingensterfte
Almere,Totaal,Wel migratieachtergrond,Totaal,Totaal,c00_infant_mortality,12016,0.65745672436751,67.660568564649,Totaal,1,NA,NA,NA,Zuigelingensterfte
