geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL,subgroep,sample,sd
Almere,Totaal,Totaal,Totaal,0% - 20%,c00_preterm_birth,4248,9.11016949152542,28.1966365234999,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Totaal,20% - 40%,c00_preterm_birth,4248,7.69774011299435,51.5534450986877,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Totaal,40% - 60%,c00_preterm_birth,4248,6.89736346516008,70.9220244685267,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Totaal,60% - 80%,c00_preterm_birth,4248,7.81544256120527,90.4620605247561,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Totaal,80% - 100%,c00_preterm_birth,4247,7.72318869133515,135.629895065528,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Eenoudergezin,0% - 20%,c00_preterm_birth,676,9.76331360946746,19.2066119379849,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Eenoudergezin,20% - 40%,c00_preterm_birth,676,9.31952662721894,27.9655576744756,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Eenoudergezin,40% - 60%,c00_preterm_birth,674,9.93853902507749,35.9032299776436,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Eenoudergezin,60% - 80%,c00_preterm_birth,672,9.52380952380952,49.9549179915648,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Eenoudergezin,80% - 100%,c00_preterm_birth,672,7.29166666666667,87.0665803239724,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Tweeoudergezin,0% - 20%,c00_preterm_birth,3552,8.07995495495495,35.4250940392617,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Tweeoudergezin,20% - 40%,c00_preterm_birth,3548,6.82074408117249,60.0514920213388,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Tweeoudergezin,40% - 60%,c00_preterm_birth,3548,7.38444193912063,76.8474371211267,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Tweeoudergezin,60% - 80%,c00_preterm_birth,3548,8.14543404735062,95.244894036404,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Totaal,Tweeoudergezin,80% - 100%,c00_preterm_birth,3548,7.52536640360767,140.501879620531,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Zonder migratieachtergrond,Totaal,0% - 20%,c00_preterm_birth,1608,9.39054726368159,39.7551893878307,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Zonder migratieachtergrond,Totaal,20% - 40%,c00_preterm_birth,1607,7.15577350156946,64.9320285493542,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Zonder migratieachtergrond,Totaal,40% - 60%,c00_preterm_birth,1604,8.29177057356608,80.6492630287521,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Zonder migratieachtergrond,Totaal,60% - 80%,c00_preterm_birth,1604,8.41645885286783,98.3323151817461,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Zonder migratieachtergrond,Totaal,80% - 100%,c00_preterm_birth,1604,7.66832917705736,144.293644554803,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,0% - 20%,c00_preterm_birth,1473,9.0288824083893,45.7235340527543,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,20% - 40%,c00_preterm_birth,1472,7.33695652173913,68.3276524851732,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,40% - 60%,c00_preterm_birth,1472,7.67663043478261,83.1876619305545,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,60% - 80%,c00_preterm_birth,1472,8.55978260869565,100.529663687808,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,80% - 100%,c00_preterm_birth,1472,7.7445652173913,146.673871187002,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Marokko,Totaal,0% - 20%,c00_preterm_birth,323,8.68441358024691,27.3517736227937,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Marokko,Totaal,20% - 40%,c00_preterm_birth,320,7.8125,43.390858695145,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Marokko,Totaal,40% - 60%,c00_preterm_birth,320,3.4375,59.6257106082421,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Marokko,Totaal,60% - 80%,c00_preterm_birth,320,3.75,77.3778648274123,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Marokko,Totaal,80% - 100%,c00_preterm_birth,320,6.5625,115.614262217873,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Suriname,Totaal,0% - 20%,c00_preterm_birth,740,10.5405405405405,23.7656012813542,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Suriname,Totaal,20% - 40%,c00_preterm_birth,740,11.8918918918919,41.9363038737532,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Suriname,Totaal,40% - 60%,c00_preterm_birth,739,8.79553466509988,61.2632691252451,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Suriname,Totaal,60% - 80%,c00_preterm_birth,736,7.60869565217391,81.9675761193535,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Suriname,Totaal,80% - 100%,c00_preterm_birth,736,8.42391304347826,122.460397107119,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Suriname,Eenoudergezin,0% - 20%,c00_preterm_birth,260,11.5384615384615,19.005375627778,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Suriname,Eenoudergezin,20% - 40%,c00_preterm_birth,256,9.375,28.3965967496092,Totaal,5,Vroeggeboorte,NA,NA,NA
Almere,Totaal,Suriname,Eenoudergezin,40% - 60%,c00_preterm_birth,256,9.375,36.910149955874,Totaal,5,Vroeggeboorte,NA,NA,NA
