geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,subgroep,sample,sd,uitkomst_NL
Almere,Totaal,Totaal,Totaal,0% - 5%,c00_preterm_birth,1062,9.69868173258004,17.4991926185314,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,5% - 10%,c00_preterm_birth,1062,9.22787193973635,26.5173279677624,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,10% - 15%,c00_preterm_birth,1062,7.81544256120527,31.4018672953017,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,15% - 20%,c00_preterm_birth,1062,9.69868173258004,37.3681582124041,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,20% - 25%,c00_preterm_birth,1062,8.09792843691149,43.2078983446465,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,25% - 30%,c00_preterm_birth,1062,7.81544256120527,48.9031698071155,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,30% - 35%,c00_preterm_birth,1062,7.15630885122411,54.5514175968244,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,35% - 40%,c00_preterm_birth,1062,7.72128060263653,59.5512946461642,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,40% - 45%,c00_preterm_birth,1062,6.30885122410546,64.2550692784561,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,45% - 50%,c00_preterm_birth,1062,6.21468926553672,68.670240644596,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,50% - 55%,c00_preterm_birth,1062,9.22787193973635,73.0657164201212,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,55% - 60%,c00_preterm_birth,1062,5.83804143126177,77.6970715309332,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,60% - 65%,c00_preterm_birth,1062,7.81544256120527,82.398595967415,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,65% - 70%,c00_preterm_birth,1062,6.4030131826742,87.2663719385559,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,70% - 75%,c00_preterm_birth,1062,9.13370998116761,92.8646008987355,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,75% - 80%,c00_preterm_birth,1062,7.90960451977401,99.318673294318,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,80% - 85%,c00_preterm_birth,1062,7.81544256120527,106.897475262835,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,85% - 90%,c00_preterm_birth,1062,8.09792843691149,116.941787265993,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,90% - 95%,c00_preterm_birth,1062,6.87382297551789,132.561977955579,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,95% - 100%,c00_preterm_birth,1061,8.10556079170594,186.118339777706,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,0% - 5%,c00_preterm_birth,888,8.67117117117117,21.543101589771,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,5% - 10%,c00_preterm_birth,888,7.77027027027027,32.7958795042277,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,10% - 15%,c00_preterm_birth,888,9.12162162162162,40.5070691180855,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,15% - 20%,c00_preterm_birth,888,6.75675675675676,46.8543259449624,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,20% - 25%,c00_preterm_birth,887,6.53889515219842,52.9097455569155,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,25% - 30%,c00_preterm_birth,887,8.34272829763247,58.0254723751741,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,30% - 35%,c00_preterm_birth,887,7.10259301014656,62.5491691285807,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,35% - 40%,c00_preterm_birth,887,5.29875986471251,66.7215810246849,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,40% - 45%,c00_preterm_birth,887,7.55355129650507,70.6864505542458,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,45% - 50%,c00_preterm_birth,887,7.10259301014656,74.7055200757077,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,50% - 55%,c00_preterm_birth,887,7.21533258173619,78.9419000153993,Totaal,20,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,55% - 60%,c00_preterm_birth,887,7.6662908680947,83.0558778391538,Totaal,20,NA,NA,NA,Vroeggeboorte
