geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,subgroep,sample,sd,uitkomst_NL
Almere,Totaal,Totaal,Totaal,Totaal,c00_preterm_birth,21239,7.84876877442441,75.3475971411603,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Eenoudergezin,Totaal,c00_preterm_birth,3370,9.16913946587537,43.9644083017576,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,17744,7.59129846708747,81.6037470446196,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,8027,8.18487604335368,85.5611741994583,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Eenoudergezin,Totaal,c00_preterm_birth,654,9.63302752293578,48.8641328682044,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,7361,8.0695557668795,88.8804017251603,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Turkije,Totaal,Totaal,c00_preterm_birth,541,5.17560073937153,66.784705747603,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Turkije,Tweeoudergezin,Totaal,c00_preterm_birth,499,5.61122244488978,68.6817313720019,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Marokko,Totaal,Totaal,c00_preterm_birth,1603,6.05115408608858,64.5981124057882,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Marokko,Eenoudergezin,Totaal,c00_preterm_birth,158,10.7594936708861,37.8615027549866,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Marokko,Tweeoudergezin,Totaal,c00_preterm_birth,1436,5.43175487465181,67.6883362276389,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,Totaal,c00_preterm_birth,3691,9.45543213221349,66.2000045932004,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Eenoudergezin,Totaal,c00_preterm_birth,1284,10.2803738317757,44.1688925260896,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,Totaal,c00_preterm_birth,2379,8.99537620849096,78.4029330320655,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Nederlandse Antillen,Totaal,Totaal,c00_preterm_birth,1001,9.29070929070929,61.9214214344075,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Nederlandse Antillen,Eenoudergezin,Totaal,c00_preterm_birth,350,8.57142857142857,40.8776827381828,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Nederlandse Antillen,Tweeoudergezin,Totaal,c00_preterm_birth,641,9.67238689547582,74.0312165424703,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Totaal,Totaal,c00_preterm_birth,6376,6.94792973651192,73.3217080578382,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Eenoudergezin,Totaal,c00_preterm_birth,883,7.58776896942242,42.3169296834691,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,5428,6.8349299926308,78.9021791076455,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,13212,7.6445655464729,69.1423002105701,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,Totaal,c00_preterm_birth,2716,9.05743740795287,42.7845777176426,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,10383,7.25223923721468,76.4449822267962,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,Totaal,c00_preterm_birth,10861,8.35098057269128,75.3810283978803,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,Totaal,c00_preterm_birth,1721,10.110400929692,44.3857720351794,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,9076,8.03217276333186,81.5698988534752,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,4153,8.69251143751505,85.3395815033616,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Eenoudergezin,Totaal,c00_preterm_birth,346,11.849710982659,49.9245948628155,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,3799,8.42326928138984,88.6357720229476,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Turkije,Totaal,Totaal,c00_preterm_birth,280,5.71428571428571,67.7889282036171,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Turkije,Tweeoudergezin,Totaal,c00_preterm_birth,263,6.08365019011407,69.6414340204497,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Marokko,Totaal,Totaal,c00_preterm_birth,808,6.43564356435644,65.023303627103,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Marokko,Eenoudergezin,Totaal,c00_preterm_birth,74,14.8648648648649,39.1741706801238,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Marokko,Tweeoudergezin,Totaal,c00_preterm_birth,728,5.35714285714286,67.8040562037606,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Suriname,Totaal,Totaal,c00_preterm_birth,1851,10.3187466234468,66.3558543319852,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Suriname,Eenoudergezin,Totaal,c00_preterm_birth,653,10.7197549770291,44.8131881963667,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Suriname,Tweeoudergezin,Totaal,c00_preterm_birth,1186,10.2023608768971,78.5564946796846,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Nederlandse Antillen,Totaal,Totaal,c00_preterm_birth,512,9.1796875,59.4196697441842,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Nederlandse Antillen,Eenoudergezin,Totaal,c00_preterm_birth,184,8.69565217391304,41.4633795563849,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Nederlandse Antillen,Tweeoudergezin,Totaal,c00_preterm_birth,321,9.65732087227414,70.4784473756355,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Overig,Totaal,Totaal,c00_preterm_birth,3257,7.36874424316856,73.5433776299289,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Overig,Eenoudergezin,Totaal,c00_preterm_birth,448,8.03571428571429,41.6988411178677,Totaal,1,NA,NA,NA,Vroeggeboorte
Almere,Mannen,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,2779,7.26880172724001,79.2128354507241,Totaal,1,NA,NA,NA,Vroeggeboorte
